iter	Logloss
434	0.5584648035
435	0.5584451808
436	0.5584269695
437	0.5584031067
438	0.5583537769
439	0.558321145
440	0.5582768974
441	0.5582537547
442	0.5582301592
443	0.5582024045
444	0.5581757025
445	0.5581503851
446	0.5581209696
447	0.5580868076
448	0.5580585956
449	0.5580289455
450	0.5579941395
451	0.5579680622
452	0.5579318662
453	0.5578886305
454	0.5578455278
455	0.5578243316
456	0.5577871566
457	0.5577482153
458	0.5577142686
459	0.5576961938
460	0.557666153
461	0.5576473123
462	0.5576255278
463	0.5576080482
464	0.5575858603
465	0.5575607304
466	0.5575358806
467	0.5575131876
468	0.5574836034
469	0.5574452749
470	0.5574136274
471	0.5573979107
472	0.5573890425
473	0.5573588624
474	0.5573200087
475	0.5572860583
476	0.5572693251
477	0.5572445488
478	0.557222204
479	0.5571978988
480	0.5571697846
481	0.5571477442
482	0.5571280947
483	0.5571060456
484	0.5570906462
485	0.5570701199
486	0.5570484129
487	0.5570330381
488	0.5569955628
489	0.5569769283
490	0.5569569405
491	0.5569345264
492	0.556905245
493	0.5568674981
494	0.5568344453
495	0.5568103628
496	0.5567820074
497	0.5567556814
498	0.5567306079
499	0.5567001936
500	0.5566703767
501	0.5566301922
502	0.5566130612
503	0.5565840557
504	0.5565623262
505	0.5565186633
506	0.556498389
507	0.5564769356
508	0.5564405883
509	0.5563849097
510	0.5563449955
511	0.5563184395
512	0.5563019253
513	0.556273436
514	0.5562419985
515	0.5562229819
516	0.5562047368
517	0.5561919259
518	0.5561668777
519	0.5561439057
520	0.5561177132
521	0.5560910808
522	0.5560760588
523	0.5560247511
524	0.5560063601
525	0.5559903721
526	0.5559643904
527	0.555952753
528	0.5559183077
529	0.5558939385
530	0.5558718841
531	0.5558575914
532	0.5558234135
533	0.5557786655
534	0.5557529499
535	0.5557360407
536	0.5556973306
537	0.5556726932
538	0.5556535743
539	0.5556177289
540	0.5555960285
541	0.555565384
542	0.5555258585
543	0.5555024218
544	0.5554905703
545	0.5554647274
546	0.5554399447
547	0.555405947
548	0.5553774808
549	0.5553595378
550	0.5553454802
551	0.5553182251
552	0.5552913411
553	0.5552587255
554	0.5552159993
555	0.5552009671
556	0.5551771053
557	0.555149758
558	0.5551306445
559	0.5551002461
560	0.5550781978
561	0.5550434626
562	0.555017959
563	0.5549969962
564	0.5549668387
565	0.5549432367
566	0.554918433
567	0.5548919766
568	0.5548566005
569	0.5548228555
570	0.5548039125
571	0.5547899003
572	0.5547709154
573	0.5547325347
574	0.5547154457
575	0.554686272
576	0.554663103
577	0.5546393837
578	0.5546116522
579	0.5545901295
580	0.5545598658
581	0.5545292877
582	0.5544984783
583	0.5544839724
584	0.5544596896
585	0.5544473925
586	0.5544371163
587	0.5544153078
588	0.5543860405
589	0.5543588987
590	0.5543378364
591	0.5543158973
592	0.5543004296
593	0.5542706231
594	0.5542395915
595	0.5542043084
596	0.5541798832
597	0.5541518993
598	0.5541238051
599	0.5541057133
600	0.5540804689
601	0.5540550824
602	0.5540223632
603	0.5540024266
604	0.5539820397
605	0.5539447947
606	0.5539287082
607	0.5538993393
608	0.5538857156
609	0.5538635305
610	0.5538237318
611	0.5538063773
612	0.5537848348
613	0.5537562416
614	0.55374234
615	0.5537037645
616	0.5536756339
617	0.5536497828
618	0.5536277654
619	0.5536169207
620	0.553586622
621	0.5535667429
622	0.5535378367
623	0.5535128778
624	0.5534942409
625	0.5534705114
626	0.553455952
627	0.5534441349
628	0.5534222025
629	0.5533895579
630	0.5533724485
631	0.5533538851
632	0.5533216211
633	0.5532909171
634	0.5532607704
635	0.5532312362
636	0.5532093029
637	0.5531859629
638	0.5531632804
639	0.5531400953
640	0.5531228546
641	0.5530966289
642	0.5530511116
643	0.5530270487
644	0.5530010781
645	0.5529723173
646	0.552943024
647	0.5529335477
648	0.552914161
649	0.5528930797
650	0.552880407
651	0.5528623148
652	0.552848112
653	0.5528312073
654	0.5527902913
655	0.5527853946
656	0.5527551811
657	0.5527284037
658	0.5527088071
659	0.5526686424
660	0.5526358589
661	0.5526107372
662	0.5525756201
663	0.5525582899
664	0.5525401923
665	0.5525107814
666	0.5524908118
667	0.5524713966
668	0.5524422642
669	0.5524126983
670	0.5523878217
671	0.5523738382
672	0.5523425307
673	0.5523103766
674	0.5522929104
675	0.5522725423
676	0.552254781
677	0.5522243593
678	0.5522084351
679	0.5521765656
680	0.5521471638
681	0.5521332313
682	0.5521147921
683	0.5520913936
684	0.5520792244
685	0.5520566251
686	0.5520394528
687	0.5520170289
688	0.5519922107
689	0.5519733805
690	0.5519563788
691	0.5519351341
692	0.5519145487
693	0.5518771597
694	0.5518587619
695	0.5518397229
696	0.5518157493
697	0.55178273
698	0.5517634563
699	0.5517385234
700	0.5517055854
701	0.5516797199
702	0.5516574926
703	0.5516395122
704	0.5516274468
705	0.5515919377
706	0.5515700777
707	0.5515512638
708	0.551525581
709	0.5515055082
710	0.5514684535
711	0.5514277784
712	0.551395723
713	0.5513866188
714	0.5513722833
715	0.5513500289
716	0.5513337643
717	0.5513065576
718	0.5512767671
719	0.5512508322
720	0.5512333404
721	0.5512213026
722	0.5511818841
723	0.5511500025
724	0.5511116927
725	0.5510896641
726	0.551074543
727	0.5510520973
728	0.5510336555
729	0.5510128142
730	0.5509852018
731	0.5509558161
732	0.5509296055
733	0.5508936789
734	0.5508774095
735	0.550851188
736	0.5508359593
737	0.5508236573
738	0.5508028112
739	0.5507799125
740	0.5507541237
741	0.5507339976
742	0.5507183268
743	0.5507028139
744	0.5506863339
745	0.5506495092
746	0.5506435438
747	0.5506293526
748	0.5506025401
749	0.5505726964
750	0.5505615161
751	0.5505401517
752	0.5505221633
753	0.5504971672
754	0.5504772862
755	0.5504510733
756	0.5504260266
757	0.550403457
758	0.5503782011
759	0.5503589842
760	0.5503408245
761	0.5503193523
762	0.5503040505
763	0.5502896572
764	0.5502604731
765	0.5502439767
766	0.5502296845
767	0.5502008802
768	0.5501881993
769	0.5501651459
770	0.5501335803
771	0.5501166658
772	0.5501052656
773	0.5500818715
774	0.5500549706
775	0.5500387289
776	0.5500172082
777	0.5500067585
778	0.5499829044
779	0.5499622651
780	0.5499357579
781	0.5499106603
782	0.5498937367
783	0.5498693956
784	0.549837531
785	0.5498206147
786	0.549804035
787	0.5497812449
788	0.5497502373
789	0.5497240552
790	0.5496989638
791	0.5496722557
792	0.5496507457
793	0.5496256979
794	0.5496144266
795	0.5495872653
796	0.5495689731
797	0.5495446629
798	0.5495228513
799	0.5495065374
800	0.5494885625
801	0.5494721692
802	0.5494559845
803	0.5494329947
804	0.5494111626
805	0.5493785196
806	0.5493525035
807	0.5493318884
808	0.5493279451
809	0.5493012843
810	0.5492925386
811	0.5492701427
812	0.5492501175
813	0.5492381398
814	0.5492152281
815	0.5491882307
816	0.5491716243
817	0.5491548388
818	0.549140243
819	0.5491238643
820	0.549103369
821	0.5490887801
822	0.5490634815
823	0.549053882
824	0.5490240719
825	0.5490068242
826	0.5489842872
827	0.5489649895
828	0.5489506827
829	0.5489354816
830	0.5489224849
831	0.5489036839
832	0.5488808074
833	0.5488571822
834	0.5488351962
835	0.5488178279
836	0.5487957337
837	0.5487702848
838	0.548757193
839	0.5487409759
840	0.5487185913
841	0.5486997116
842	0.5486637846
843	0.5486283724
844	0.5486036575
845	0.5485754596
846	0.5485661353
847	0.548541993
848	0.548533189
849	0.5485063386
850	0.5484794896
851	0.5484485468
852	0.5484281931
853	0.5483916373
854	0.5483644153
855	0.5483355372
856	0.5483158028
857	0.5482915923
858	0.5482646615
859	0.5482533953
860	0.548227518
861	0.5482065538
862	0.5481765212
863	0.5481666467
864	0.5481391537
865	0.5481102544
866	0.5480798532
867	0.5480598866
868	0.5480312169
869	0.548014982
870	0.5479984772
871	0.5479751906
872	0.5479506053
873	0.5479366067
874	0.5479213893
875	0.5479005103
876	0.5478725211
877	0.5478527523
878	0.5478333066
879	0.5478014637
880	0.5477833046
881	0.5477612108
882	0.5477484774
883	0.5477276268
884	0.5476973352
885	0.5476682201
886	0.5476528219
887	0.5476397053
888	0.5476239046
889	0.5476036779
890	0.5475841476
891	0.5475670247
892	0.5475394278
893	0.547521277
894	0.547503688
895	0.5474885166
896	0.5474631763
897	0.5474532273
898	0.5474363342
899	0.5474154749
900	0.5473825157
901	0.5473540845
902	0.5473302694
903	0.5473140836
904	0.5472978357
905	0.5472679841
906	0.5472437888
907	0.5472221017
908	0.5471947899
909	0.547168861
910	0.5471544986
911	0.5471277997
912	0.547115388
913	0.5470984719
914	0.5470829526
915	0.5470615287
916	0.5470525056
917	0.5470382119
918	0.5470116206
919	0.5470020673
920	0.5469817841
921	0.5469666642
922	0.5469538527
923	0.5469257864
924	0.546895361
925	0.546865966
926	0.5468448144
927	0.5468251538
928	0.5468068869
929	0.546786346
930	0.5467747647
931	0.5467521324
932	0.5467306356
933	0.5467133035
934	0.5466963671
935	0.5466761554
936	0.5466555625
937	0.5466327344
938	0.546608173
939	0.546588202
940	0.5465695373
941	0.5465512649
942	0.5465350616
943	0.5465204053
944	0.5464952249
945	0.5464738563
946	0.546457248
947	0.546435222
948	0.5464185176
949	0.5463991112
950	0.5463604798
951	0.5463232906
952	0.5463087528
953	0.546276454
954	0.5462688295
955	0.54624891
956	0.5462188323
957	0.5461926639
958	0.546175555
959	0.5461550941
960	0.5461446368
961	0.5461195978
962	0.5461012502
963	0.546072576
964	0.5460570466
965	0.5460432433
966	0.5460225705
967	0.5460043014
968	0.5459770256
969	0.545954187
970	0.5459326912
971	0.5459162195
972	0.5458909285
973	0.5458791424
974	0.5458690108
975	0.5458335425
976	0.5458176543
977	0.5458035926
978	0.5457913599
979	0.5457804615
980	0.5457609032
981	0.5457401438
982	0.5457238022
983	0.5456977222
984	0.5456809736
985	0.5456593667
986	0.5456323611
987	0.5456183622
988	0.5456015353
989	0.545576132
990	0.54555323
991	0.5455426388
992	0.545532846
993	0.5455142691
994	0.5454823007
995	0.5454615115
996	0.545445245
997	0.5454251374
998	0.5454097677
999	0.5453906621
